6247,16,51,52.2,-38.0251,3.08,B,
7417,19,30,43.3,+27.5735,3.08,K,ALBIREO 
7776,20,21,00.7,-14.4653,3.08,F,Dabih  Beta1 = Dabih Major
3547,08,55,23.6,+05.5644,3.11,G,
4232,10,49,37.5,-16.1137,3.11,K,
6832,18,17,37.6,-36.4542,3.11,M,
7869,20,37,34.0,-47.1729,3.11,K,
2040,05,50,57.6,-35.4606,3.12,K,Wezn
3705,09,21,03.3,+34.2333,3.13,K,
3803,09,31,13.3,-57.0204,3.13,K,
4467,11,35,46.8,-63.0111,3.13,B,
5576,14,59,09.7,-42.0615,3.13,B,
6285,16,58,37.2,-55.5925,3.13,K,
3569,08,59,12.4,+48.0230,3.14,A,Talitha
6410,17,15,01.9,+24.5021,3.14,A,Sarin 
6418,17,15,02.8,+36.4833,3.16,K,
1641,05,06,30.9,+41.1404,3.17,B,Hoedus II  One of the kids  with HR 1612 
2451,06,37,45.7,-43.1146,3.17,B,
3775,09,32,51.4,+51.4038,3.17,F,
6396,17,08,47.2,+65.4253,3.17,B,Aldhibah
7039,18,45,39.4,-26.5927,3.17,B,
1543,04,49,50.4,+06.5741,3.19,F,Designated Tabit by Becvar but Allen gives Thabit as Burritt's name for an unlettered star on his atlas  the Upsilon
1654,05,05,27.7,-22.2216,3.19,K,
5463,14,42,30.4,-64.5831,3.19,A,
6299,16,57,40.1,+09.2230,3.20,K,
8115,21,12,56.2,+30.1337,3.20,G,
6630,17,49,51.5,-37.0236,3.21,K,
8974,23,39,20.8,+77.3757,3.21,K,Alrai
5695,15,21,22.3,-40.3851,3.22,B,
7710,20,11,18.3,-00.4917,3.23,B,
8238,21,28,39.6,+70.3339,3.23,B,Alfirk
897,02,58,15.7,-40.1817,3.24,A,ACAMAR 
1208,03,47,14.3,-74.1420,3.24,M,
6075,16,18,19.3,-04.4133,3.24,G,Yed Posterior 
7178,18,58,56.6,+32.4122,3.24,B,Sulafat
2878,07,29,13.8,-43.1805,3.25,K,
6869,18,21,18.6,-02.5356,3.26,K,
165,00,39,19.7,+30.5139,3.27,K,
1465,04,33,59.8,-55.0242,3.27,A,
2550,06,48,11.4,-61.5629,3.27,A,
5287,14,06,22.3,-26.4057,3.27,K,
6453,17,22,00.6,-24.5958,3.27,B,
8709,22,54,39.0,-15.4915,3.27,A,Skat
2216,06,14,52.6,+22.3024,3.28,M,Propus
5603,15,04,04.2,-25.1655,3.29,M,Brachium
5744,15,24,55.8,+58.5758,3.29,K,Ed Asich
322,01,06,05.0,-46.4307,3.31,G,
1702,05,12,55.9,-16.1220,3.31,B,
4660,12,15,25.6,+57.0157,3.31,A,MEGREZ
4037,10,13,44.2,-70.0217,3.32,B,
4140,10,32,01.4,-61.4107,3.32,B,
7234,19,06,56.4,-27.4014,3.32,K,
6380,17,12,09.2,-43.1421,3.33,F,
3045,07,49,17.7,-24.5135,3.34,G,Azmidiske
4359,11,14,14.4,+15.2546,3.34,A,Chort
6462,17,25,23.6,-56.2239,3.34,B,
6698,17,59,01.6,-09.4625,3.34,K,
1336,04,14,25.5,-62.2826,3.35,G,
8465,22,10,51.3,+58.1204,3.35,K,
1788,05,24,28.6,-02.2349,3.36,B,
2484,06,45,17.4,+12.5344,3.36,F,Alzirr 
3323,08,30,15.9,+60.4305,3.36,G,Muscida
7377,19,25,29.9,+03.0653,3.36,F,
5107,13,34,41.6,-00.3545,3.37,A,Heze 
5708,15,22,40.9,-44.4122,3.37,B,
542,01,54,23.7,+63.4012,3.38,B,Called Segin in Becvar
3482,08,46,46.6,+06.2508,3.38,G,
4910,12,55,36.2,+03.2351,3.38,M,Auva
921,03,05,10.6,+38.5025,3.39,M,Gorgonea Tertia 
1412,04,28,39.7,+15.5215,3.40,A,
4050,10,17,05.0,-61.1956,3.40,K,
8634,22,41,27.7,+10.4953,3.40,B,Homam
429,01,28,21.9,-43.1906,3.41,M,
544,01,53,04.9,+29.3444,3.41,F,Metallah
5190,13,49,30.3,-41.4116,3.41,B,
5649,15,12,17.1,-52.0557,3.41,G,
5948,16,00,07.3,-38.2349,3.41,B,
6623,17,46,27.5,+27.4314,3.42,G,
7913,20,44,57.5,-66.1211,3.42,A,
7957,20,45,17.4,+61.5020,3.43,K,
219,00,49,06.0,+57.4857,3.44,F,Achird  according to Becvar
3659,09,10,58.0,-58.5801,3.44,B,a Car 
4031,10,16,41.4,+23.2502,3.44,F,Adhafera
7236,19,06,14.9,-04.5257,3.44,B,
334,01,08,35.4,-10.1056,3.45,K,Dheneb
4033,10,17,05.8,+42.5452,3.45,A,Tania Borealis  With HR 4069  Al Kafzah al Thaniyah 
7106,18,50,04.8,+33.2146,3.45,B,Sheliak
804,02,43,18.0,+03.1409,3.47,A,Kaffaljidhma
1239,04,00,40.8,+12.2925,3.47,B,
2646,07,01,43.1,-27.5605,3.47,K,
3117,07,56,46.7,-52.5856,3.47,B,
5681,15,15,30.2,+33.1853,3.47,G,
7635,19,58,45.4,+19.2932,3.47,M,
4377,11,18,28.7,+33.0539,3.48,K,Alula Borealis 
6406,17,14,38.9,+14.2325,3.48,M,RASALGETHI
8684,22,50,00.2,+24.3606,3.48,G,
8675,22,48,33.3,-51.1901,3.49,A,
509,01,44,04.1,-15.5615,3.50,G,
5602,15,01,56.8,+40.2326,3.50,G,Nekkar
6897,18,26,58.4,-45.5806,3.51,B,
7150,18,57,43.8,-21.0624,3.51,K,
3249,08,16,30.9,+09.1108,3.52,K,Altarf
3852,09,41,09.0,+09.5332,3.52,F,Subra 
3975,10,07,20.0,+16.4546,3.52,A,
8694,22,49,40.8,+66.1202,3.52,K,
1409,04,28,37.0,+19.1049,3.53,G,Ain
2777,07,20,07.4,+21.5856,3.53,F,Wasat
5881,15,49,37.2,-03.2549,3.53,A,
6220,16,42,53.8,+38.5520,3.53,G,
8450,22,10,12.0,+06.1152,3.53,A,Baham
1136,03,43,14.9,-09.4548,3.54,K,Rana in Becvar  But see HR 188 
1879,05,35,08.3,+09.5603,3.54,O,Meissa
3940,09,56,51.8,-54.3404,3.54,B,
4450,11,33,00.1,-31.5128,3.54,G,
6561,17,37,35.2,-15.2355,3.54,F,
1998,05,46,57.3,-14.4919,3.55,A,
5354,14,19,24.2,-46.0328,3.55,B,
74,00,19,25.7,-08.4926,3.56,K,Deneb Kaitos Shemali
674,02,16,30.6,-51.3044,3.56,B,
1347,04,17,53.7,-33.4754,3.56,B,
4382,11,19,20.5,-14.4643,3.56,G,
5705,15,21,48.4,-36.1541,3.56,K,
7665,20,08,43.6,-66.1055,3.56,G,
464,01,37,59.6,+48.3742,3.57,K,51 And also called Upsilon Per  but outside IAU boundaries of Perseus 
2985,07,44,26.8,+24.2353,3.57,G,
6252,16,52,20.1,-38.0103,3.57,B,
6927,18,21,03.4,+72.4358,3.57,F,
7754,20,18,03.3,-12.3241,3.57,G,Secunda Giedi
2763,07,18,05.6,+16.3225,3.58,A,
5429,14,31,49.8,+30.2217,3.58,K,
5794,15,37,01.5,-28.0806,3.58,K,
4700,12,21,21.6,-60.2404,3.59,K,
402,01,24,01.4,-08.1100,3.60,K,
1030,03,24,48.8,+09.0144,3.60,G,
1735,05,17,36.4,-06.5040,3.60,B,
1983,05,44,27.8,-22.2654,3.60,F,
2540,06,52,47.3,+33.5740,3.60,A,
3594,09,03,37.5,+47.0924,3.60,A,
3786,09,30,42.0,-40.2800,3.60,F,
3017,07,45,15.3,-37.5807,3.61,K,Called c Pup in Argelander  Norton and most modern catalogues  this was originally called b Pup by Lacaille (1763) 
3994,10,10,35.3,-12.2115,3.61,K,
4540,11,50,41.7,+01.4553,3.61,F,Zavijah
437,01,31,29.0,+15.2045,3.62,G,
3447,08,40,17.6,-52.5519,3.62,B,Sometimes called omicron Vel  but the letter had originally been   o   (Roman)  not omicron 
4923,13,02,16.2,-71.3256,3.62,K,
6271,16,54,35.0,-42.2141,3.62,K,
6500,17,31,05.9,-60.4102,3.62,B,
6582,17,45,44.0,-64.4326,3.62,K,
8762,23,01,55.3,+42.1934,3.62,B,
838,02,49,59.0,+27.1538,3.63,B,
1178,03,49,09.7,+24.0312,3.63,B,Atlas 
7882,20,37,33.0,+14.3543,3.63,F,Rotanev
4520,11,45,36.4,-66.4343,3.64,A,
1346,04,19,47.6,+15.3739,3.65,K,Hyadum I 
4825,12,41,39.6,-01.2658,3.65,F,Porrima
5291,14,04,23.3,+64.2233,3.65,A,THUBAN
7986,20,54,48.6,-58.2715,3.65,K,
153,00,36,58.3,+53.5349,3.66,B,
5812,15,38,39.4,-29.4640,3.66,B,
6743,18,06,37.9,-50.0530,3.66,B,
8812,23,09,26.8,-21.1021,3.66,K,
3757,09,31,31.7,+63.0343,3.67,F,
5867,15,46,11.3,+15.2519,3.67,A,
3468,08,43,35.5,-33.1111,3.68,B,
4826,12,41,39.6,-01.2658,3.68,F,
5747,15,27,49.7,+29.0621,3.68,F,Nusakan 
8278,21,40,05.5,-16.3944,3.68,F,Nashira 
1003,03,19,31.0,-21.4528,3.69,M,
1552,04,51,12.4,+05.3618,3.69,B,See HR 1543 
3884,09,45,14.8,-62.3028,3.69,G,
8852,23,17,09.9,+03.1656,3.69,G,
566,01,55,57.5,-51.3632,3.70,G,
1142,03,44,52.5,+24.0648,3.70,B,Electra 
6703,17,57,45.9,+29.1452,3.70,G,
2085,05,56,24.3,-14.1004,3.71,F,
4518,11,46,03.0,+47.4646,3.71,K,Discordances as to whether Xi or Iota and Kappa UMa (HR 3569  3594) should be El Koprah  Alkaphrah 
5892,15,50,49.0,+04.2840,3.71,A,
7602,19,55,18.8,+06.2424,3.71,G,ALSHAIN
1567,04,54,15.1,+02.2626,3.72,B,
2077,05,59,31.6,+54.1705,3.72,K,
5511,14,46,14.9,+01.5334,3.72,A,
8079,21,04,55.9,+43.5540,3.72,K,
8130,21,14,47.5,+38.0244,3.72,F,
539,01,51,27.6,-10.2006,3.73,K,Baten Kaitos 
1084,03,32,55.8,-09.2730,3.73,K,
3080,07,52,13.0,-40.3433,3.73,K,a Puppis  often misnamed alpha 
6771,18,07,21.0,+09.3350,3.73,A,
1038,03,27,10.2,+09.4358,3.74,B,
8204,21,26,40.0,-22.2441,3.74,G,(Schoenfeld 1886)  SD-23d442 
8698,22,52,36.9,-07.3447,3.74,M,
1612,05,02,28.7,+41.0433,3.75,K,Haedi
3614,09,04,09.3,-47.0552,3.75,K,
6095,16,21,55.2,+19.0911,3.75,A,
6629,17,47,53.6,+02.4226,3.75,A,
6688,17,53,31.7,+56.5222,3.75,K,Grumium
8571,22,29,10.3,+58.2455,3.75,F,
834,02,50,41.8,+55.5344,3.76,K,Miram in Becvar
1373,04,22,56.1,+17.3233,3.76,K,Hyadum II 
1922,05,33,37.5,-62.2923,3.76,F,
6229,16,49,47.1,-59.0229,3.76,K,
8254,21,41,28.5,-77.2324,3.76,K,
8430,22,07,00.7,+25.2042,3.76,F,
1135,03,45,11.6,+42.3443,3.77,F,
3347,08,25,44.2,-66.0813,3.77,K,
7217,19,04,41.0,-21.4430,3.77,G,
7328,19,17,06.2,+53.2207,3.77,G,
7906,20,39,38.3,+15.5443,3.77,B,Sualocin
7950,20,47,40.6,-09.2945,3.77,A,Albali
8585,22,31,17.5,+50.1657,3.77,A,
2736,07,08,44.9,-70.2956,3.78,K,
4257,10,53,29.6,-58.5112,3.78,K,
2650,07,04,06.5,+20.3413,3.79,F,Mekbuda 
2821,07,25,43.6,+27.4753,3.79,G,Propus  a name more commonly applied to HR 2216 
7420,19,29,42.3,+51.4347,3.79,A,
7735,20,13,37.9,+46.4429,3.79,K,See HR 7730 
941,03,09,29.8,+44.5126,3.80,K,
3888,09,50,59.4,+59.0219,3.80,F,
4058,10,19,58.6,+19.5026,3.80,G,
5788,15,34,48.1,+10.3215,3.80,F,
5789,15,34,48.1,+10.3221,3.80,F,
6588,17,39,27.9,+46.0023,3.80,B,
1931,05,38,44.8,-02.3600,3.81,O,
2035,05,51,19.3,-20.5245,3.81,K,
4094,10,26,05.4,-16.5011,3.81,K,
1464,04,35,33.0,-30.3344,3.82,G,Theemim
3690,09,18,50.7,+36.4809,3.82,A,
4114,10,27,52.7,-58.4422,3.82,F,
6149,16,30,54.8,+01.5902,3.82,A,Marfic
7536,19,47,23.3,+18.3203,3.82,M,
8961,23,37,33.9,+46.2729,3.82,G,
1131,03,44,19.1,+32.1718,3.83,B,Atik
4247,10,53,18.7,+34.1254,3.83,K,Praecipua 
5248,13,58,16.3,-42.0603,3.83,B,
5470,14,47,51.6,-79.0241,3.83,K,
6779,18,07,32.6,+28.4545,3.83,B,
7582,19,48,10.4,+70.1604,3.83,G,Tyl 
1411,04,28,34.5,+15.5744,3.84,K,
3445,08,40,37.6,-46.3856,3.84,F,
3571,08,55,02.8,-60.3841,3.84,B,
4167,10,37,18.1,-48.1333,3.84,F,
4434,11,31,24.2,+69.1952,3.84,M,Gianfar
5849,15,42,44.6,+26.1744,3.84,B,
6895,18,23,41.9,+21.4611,3.84,K,
8518,22,21,39.4,-01.2314,3.84,A,Sadalachbia
1175,03,44,12.0,-64.4825,3.85,K,
2020,05,47,17.1,-51.0359,3.85,A,
2296,06,22,06.8,-33.2611,3.85,G,
2749,07,14,48.7,-26.4622,3.85,B,
4023,10,14,44.2,-42.0719,3.85,A,
4133,10,32,48.7,+09.1824,3.85,B,
5933,15,56,27.2,+15.3942,3.85,F,
6030,16,15,26.3,-63.4108,3.85,G,
6973,18,35,12.4,-08.1439,3.85,K,
1326,04,14,00.1,-42.1740,3.86,K,
4802,12,37,42.2,-48.3228,3.86,A,
6695,17,56,15.2,+37.1502,3.86,K,
6812,18,13,45.8,-21.0332,3.86,B,
269,00,56,45.2,+38.2958,3.87,A,
963,03,12,04.3,-28.5913,3.87,F,Fornacis
1149,03,45,49.6,+24.2204,3.87,B,Maia 
1481,04,38,10.8,-14.1814,3.87,K,Sceptrum 
1862,05,31,12.7,-35.2814,3.87,K,
2580,06,54,07.9,-24.1102,3.87,K,
4773,12,32,28.0,-72.0759,3.87,B,
4787,12,33,29.0,+69.4718,3.87,B,
5249,13,58,40.8,-44.4813,3.87,B,
5646,15,11,56.1,-48.4416,3.87,B,
25,00,09,24.7,-45.4451,3.88,K,
3665,09,14,21.9,+02.1851,3.88,B,
3905,09,52,45.8,+26.0025,3.88,K,Ras Elased Borealis
5089,13,31,02.7,-39.2427,3.88,G,
5487,14,43,03.6,-05.3930,3.88,F,Rijl al Awwa 
5928,15,56,53.1,-29.1251,3.88,B,
874,02,56,25.7,-08.5353,3.89,K,Azha 
4390,11,21,00.4,-54.2928,3.89,B,
4689,12,19,54.4,-00.4001,3.89,A,Zaniah 
6092,16,19,44.4,+46.1848,3.89,B,
6102,16,33,27.0,-78.5350,3.89,G,
7615,19,56,18.4,+35.0500,3.89,K,
3314,08,25,39.6,-03.5423,3.90,A,
7570,19,52,28.4,+01.0020,3.90,F,
8820,23,10,21.6,-45.1448,3.90,K,
1251,04,03,09.4,+05.5921,3.91,A,
3487,08,46,01.7,-46.0230,3.91,A,
3845,09,39,51.4,-01.0834,3.91,K,
4337,11,08,35.4,-58.5830,3.91,G,
4743,12,28,02.4,-50.1350,3.91,B,
5787,15,35,31.6,-14.4722,3.91,G,Zuben Elakrab
338,01,08,23.1,-55.1445,3.92,B,
6324,17,00,17.4,+30.5535,3.92,A,
8131,21,15,49.4,+05.1452,3.92,G,Kitalpha
1463,04,36,19.1,-03.2109,3.93,B,
2970,07,41,14.8,-09.3304,3.93,K,In early catalogues called Gamma Mon
7340,19,21,40.4,-17.5050,3.93,F,
100,00,26,12.2,-43.4048,3.94,A,
3461,08,44,41.1,+18.0915,3.94,K,Asellus Australis 
4399,11,23,55.5,+10.3145,3.94,F,
8028,20,57,10.4,+41.1002,3.94,A,
440,01,31,15.1,-49.0422,3.95,K,
854,02,54,15.5,+52.4545,3.95,G,
2429,06,36,41.0,-19.1521,3.95,K,
3024,07,41,49.2,-72.3622,3.95,K,
5055,13,23,56.4,+54.5518,3.95,A,
5883,15,50,57.5,-33.3738,3.95,B,
8667,22,46,31.9,+23.3356,3.95,G,
1393,04,24,02.2,-34.0101,3.96,K,
2120,05,59,08.8,-42.4855,3.96,K,
2538,06,49,50.5,-32.3031,3.96,B,
2996,07,43,48.5,-28.5717,3.96,A,Called Tau in Argelander  Bayer  HP 1462  (but now Tau is HR 2553)   HR 2996 called l in HR 50 and Lacaille
4638,12,11,39.1,-52.2207,3.96,B,
5993,16,06,48.4,-20.4009,3.96,B,
7590,20,00,35.5,-72.5438,3.96,A,
2012,05,51,29.4,+39.0855,3.97,G,
3438,08,40,06.2,-35.1830,3.97,G,
3579,09,00,38.4,+41.4658,3.97,F,Formerly known as 10 UMa  in Lynx 
3663,09,11,16.6,-62.1902,3.97,B,
6714,18,00,38.7,+02.5554,3.97,B,
7348,19,23,53.2,-40.3658,3.97,B,Rukbat
8556,22,29,16.2,-43.2944,3.97,G,
8892,23,22,58.2,-20.0602,3.97,K,
580,02,03,26.1,+72.2517,3.98,A,
2227,06,14,51.3,-06.1629,3.98,K,Called Alpha Mon in BAC and many early catalogues   Now HR 2970 is called Alpha Mon 
2803,07,16,49.8,-67.5726,3.98,F,
